ts,is_only_in_junction,prop_eval
0,False,True
1,False,True
2,False,True
3,False,True
4,False,True
5,False,True
6,False,True
7,False,True
8,False,True
9,False,True
10,False,True
11,False,True
12,False,True
13,False,True
14,False,True
15,False,True
16,False,True
17,False,True
18,False,True
19,False,True
20,False,True
21,False,True
22,False,True
23,False,True
24,False,True
25,False,True
26,False,True
27,False,True
28,False,True
29,False,True
30,False,True
31,False,True
32,False,True
33,False,True
34,False,True
35,False,True
36,False,True
37,False,True
38,False,True
39,False,True
40,False,True
41,False,True
42,False,True
43,False,True
44,False,True
45,False,True
46,False,True
47,False,True
48,False,True
49,False,True
50,False,True
51,False,True
52,False,True
53,False,True
54,False,True
55,False,True
56,False,True
57,False,True
58,False,True
59,False,True
60,False,True
61,False,True
62,False,True
63,False,True
64,False,True
65,False,True
66,False,True
67,False,True
68,False,True
69,False,True
70,False,True
71,False,True
72,False,True
73,False,True
74,False,True
75,False,True
76,False,True
77,False,True
78,False,True
79,False,True
80,False,True
81,False,True
82,False,True
83,False,True
84,False,True
85,False,True
86,False,True
87,False,True
88,False,True
89,False,True
90,False,True
91,False,True
92,False,True
93,False,True
94,False,True
95,False,True
96,False,True
97,False,True
98,False,True
99,False,True
100,False,True
101,False,True
102,False,True
103,False,True
104,False,True
105,False,True
106,False,True
107,False,True
108,False,True
109,False,True
110,False,True
111,False,True
112,False,True
113,False,True
114,False,True
115,False,True
116,False,True
117,False,True
118,False,True
119,False,True
120,False,True
121,False,True
122,False,True
123,False,True
124,False,True
125,False,True
126,False,True
127,False,True
128,False,True
129,False,True
130,False,True
131,False,True
132,False,True
133,False,True
134,False,True
135,False,True
136,False,True
137,False,True
138,False,True
139,False,True
140,False,True
141,False,True
142,False,True
143,False,True
144,False,True
145,False,True
146,False,True
147,False,True
148,False,True
149,False,True
150,False,True
151,False,True
152,False,True
153,False,True
154,False,True
155,False,True
156,False,True
157,False,True
158,False,True
159,False,True
160,False,True
161,False,True
162,False,True
163,False,True
164,False,True
165,False,True
166,False,True
167,False,True
168,False,True
169,False,True
170,False,True
171,False,True
172,False,True
173,False,True
174,False,True
175,False,True
176,False,True
177,False,True
178,False,True
179,False,True
180,False,True
181,False,True
182,False,True
183,False,True
184,False,True
185,False,True
186,False,True
187,False,True
188,False,True
189,False,True
190,False,True
191,False,True
192,False,True
193,False,True
194,False,True
195,False,True
196,False,True
197,False,True
198,False,True
199,False,True
200,False,True
201,False,True
202,False,True
203,False,True
204,False,True
205,False,True
206,False,True
207,False,True
208,False,True
209,False,True
210,False,True
211,False,True
212,False,True
213,False,True
214,False,True
215,False,True
216,False,True
217,False,True
218,False,True
219,False,True
220,False,True
221,False,True
222,False,True
223,False,True
224,False,True
225,False,True
226,False,True
227,False,True
228,False,True
229,False,True
230,False,True
231,False,True
232,False,True
233,False,True
234,False,True
235,False,True
236,False,True
237,False,True
238,False,True
239,False,True
240,False,True
241,False,True
242,False,True
243,False,True
244,False,True
245,False,True
246,False,True
247,False,True
248,False,True
249,False,True
250,False,True
251,False,True
252,False,True
253,False,True
254,False,True
255,False,True
256,False,True
257,False,True
258,False,True
259,False,True
260,False,True
261,False,True
262,False,True
263,False,True
264,False,True
265,False,True
266,False,True
267,False,True
268,False,True
269,False,True
270,False,True
271,False,True
272,False,True
273,False,True
274,False,True
275,False,True
276,False,True
277,False,True
278,False,True
279,False,True
280,False,True
281,False,True
282,False,True
283,False,True
284,False,True
285,False,True
286,False,True
287,False,True
288,False,True
289,False,True
290,False,True
291,False,True
292,False,True
293,False,True
294,False,True
295,False,True
296,False,True
297,False,True
298,False,True
299,False,True
300,False,True
301,False,True
302,False,True
303,False,True
304,False,True
305,False,True
306,False,True
307,False,True
308,False,True
309,False,True
310,False,True
311,False,True
312,False,True
313,False,True
314,False,True
315,False,True
316,False,True
317,False,True
318,False,True
319,False,True
320,False,True
321,False,True
322,False,True
323,False,True
324,False,True
325,False,True
326,False,True
327,False,True
328,False,True
329,False,True
330,False,True
331,False,True
332,False,True
333,False,True
334,False,True
335,False,True
336,False,True
337,False,True
338,False,True
339,False,True
340,False,True
341,False,True
342,False,True
343,False,True
344,False,True
345,False,True
346,False,True
347,False,True
348,False,True
349,False,True
350,False,True
351,False,True
352,False,True
353,False,True
354,False,True
355,False,True
356,False,True
357,False,True
358,False,True
359,False,True
360,False,True
361,False,True
362,False,True
363,False,True
364,False,True
365,False,True
366,False,True
367,False,True
368,False,True
369,False,True
370,False,True
371,False,True
372,False,True
373,False,True
374,False,True
375,False,True
376,False,True
377,False,True
378,False,True
379,False,True
380,False,True
381,False,True
382,False,True
383,False,True
384,False,True
385,False,True
386,False,True
387,False,True
388,False,True
389,False,True
390,False,True
391,False,True
392,False,True
393,False,True
394,False,True
395,False,True
396,False,True
397,False,True
398,False,True
399,False,True
400,False,True
401,False,True
402,False,True
403,False,True
404,False,True
405,False,True
406,False,True
407,False,True
408,False,True
409,False,True
410,False,True
411,False,True
412,False,True
413,False,True
414,False,True
415,False,True
416,False,True
417,False,True
418,False,True
419,False,True
420,False,True
421,False,True
422,False,True
423,False,True
424,False,True
425,False,True
426,False,True
427,False,True
428,False,True
429,False,True
430,False,True
431,False,True
432,False,True
433,False,True
434,False,True
435,False,True
436,False,True
437,False,True
438,False,True
439,False,True
440,False,True
441,False,True
442,False,True
443,False,True
444,False,True
445,False,True
446,False,True
447,False,True
448,False,True
449,False,True
450,False,True
451,False,True
452,False,True
453,False,True
454,False,True
455,False,True
456,False,True
457,False,True
458,False,True
459,False,True
460,False,True
461,False,True
462,False,True
463,False,True
464,False,True
465,False,True
466,False,True
467,False,True
468,False,True
469,False,True
470,False,True
471,False,True
472,False,True
473,False,True
474,False,True
475,False,True
476,False,True
477,False,True
478,False,True
479,False,True
480,False,True
481,False,True
482,False,True
483,False,True
484,False,True
485,False,True
486,False,True
487,False,True
488,False,True
489,False,True
490,False,True
491,False,True
492,False,True
493,False,True
494,False,True
495,False,True
496,False,True
497,False,True
498,False,True
499,False,True
500,False,True
501,False,True
502,False,True
503,False,True
504,False,True
505,False,True
506,False,True
507,False,True
508,False,True
509,False,True
510,False,True
511,False,True
512,False,True
513,False,True
514,False,True
515,False,True
516,False,True
517,False,True
518,False,True
519,False,True
520,False,True
521,False,True
522,False,True
523,False,True
524,False,True
525,False,True
526,False,True
527,False,True
528,False,True
529,False,True
530,False,True
531,False,True
532,False,True
533,False,True
534,False,True
535,False,True
536,False,True
537,False,True
538,False,True
539,False,True
540,False,True
541,False,True
542,False,True
543,False,True
544,False,True
545,False,True
546,False,True
547,False,True
548,False,True
549,False,True
550,False,True
551,False,True
552,False,True
553,False,True
554,False,True
555,False,True
556,False,True
557,False,True
558,False,True
559,False,True
560,False,True
561,False,True
562,False,True
563,True,True
564,True,True
565,True,True
566,True,True
567,True,True
568,True,True
569,True,True
570,True,True
571,True,True
572,True,True
573,True,True
574,True,True
575,True,True
576,False,True
577,False,True
578,False,True
579,False,True
580,False,True
581,False,True
582,False,True
583,False,True
584,False,True
585,False,True
586,False,True
587,True,True
588,True,True
589,True,True
590,True,True
591,True,True
592,True,True
593,True,True
594,True,True
595,True,True
596,False,True
597,False,True
598,False,True
599,False,True
600,False,True
601,False,True
602,False,True
603,False,True
604,False,True
605,False,True
606,False,True
607,False,True
608,False,True
609,False,True
610,False,True
611,False,True
612,False,True
613,False,True
614,False,True
615,False,True
616,False,True
617,False,True
618,False,True
619,False,True
620,False,True
621,False,True
622,False,True
623,False,True
624,False,True
625,False,True
626,False,True
627,False,True
628,False,True
629,False,True
630,False,True
631,False,True
632,False,True
633,False,True
634,False,True
635,False,True
636,False,True
637,True,True
638,True,True
639,True,True
640,True,True
641,True,True
642,False,True
643,False,True
644,False,True
645,False,True
646,False,True
647,False,True
648,False,True
649,False,True
650,False,True
651,False,True
652,False,True
653,False,True
654,False,True
655,False,True
656,False,True
657,False,True
658,False,True
